"set_id","set_title","trait_key","trait_name","trait_type","breakpoints","description","tier_effects","categories","guide_signal","source_url"
"set13","Into the Arcane","FormSwapper","Form Swapper","CLASS","2/3/4","Innate: Form Swappers change their stats and ability based on if they're placed in the front 2 rows or back 2 rows. Frontline Form Swappers gain Durability. Backline Form Swappers gain Damage Amp.","2: 15% Durability or 20% Damage Amp | 3: 22% Durability or 33% Damage Amp | 4: 33% Durability or 44% Damage Amp","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","HighRoller","High Roller","ORIGIN","1","","1: When casting, Sevika rolls a random Jinx modification to her Ability and gains 80% Durability for 1.5 seconds. Mods: -Rocket: Launch 8 rockets that deal 100 physical damage each -Shield: Gain 500 Shield for 4 seconds -Coin: Gain 3 gold -Triple: Enhance her rolled ability!","economy, defense, choice","Non-combat or mixed economy","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","JunkerKing","Junker King","ORIGIN","1","","1: Every 3 rounds, open an armory to purchase permanent upgrades to your strongest Rumble's mech.","summon, defense","Board-changing summon","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","MachineHerald","Machine Herald","ORIGIN","1","","1: Viktor has a fixed attack speed of 0.55 Attacks per Second and converts ALL bonus Attack Damage, Attack Speed, and Mana into Ability Power. Instead of Mana, Viktor gains 1 Chaos Energy every attack and casts when he has 8.","offense","Primarily statistical","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","PitFighter","Pit Fighter","CLASS","2/4/6/8","Pit Fighters gain 15% Omnivamp and deal bonus true damage. Once per combat at 50% Health, they heal a percentage of their max Health over 2 seconds.","2: 6% true damage, 10% Health | 4: 12% true damage, 35% Health | 6: 22% true damage, 55% Health | 8: 35% true damage, 80% Health","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","Quickstriker","Quickstriker","CLASS","2/3/4","Quickstrikers move faster and gain Attack Speed, based on their target's missing Health.","2: 20-60% AS | 3: 30-80% AS | 4: 40-100% AS. On target death, Quickstrikers dash to a new target and gain 200 shield for 3 seconds.","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","Rebel","Rebel","ORIGIN","3/5/7/10","Rebels gain 15% max Health. After your team loses 25% of their Health, a smoke signal appears, granting Rebels 60% Attack Speed for 5 seconds and extra power for the rest of combat.","3: 20% AD/AP | 5: 40% AD/AP, 12% Health | 7: 45% AD/AP, 15% Health, and Stun all enemies for 2 seconds | 10: The smoke signal triggers at Combat Start and every 12 seconds.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","Scrap","Scrap","ORIGIN","2/4/6/9","Combat start: Components held by Scrap units temporarily turn into full items. Scrap units gain Shield for 24 seconds for each component held by your team, including those that make up a full item.","2: 1 component, 25 Shield | 4: 3 components, 35 Shield | 6: All components, and full items become lucky! 45 Shield | 9: Generate Radiant items! 60 Shield","economy, defense","Non-combat or mixed economy","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","Sentinel","Sentinel","CLASS","2/4/6","Your team gains Armor and Magic Resist. Sentinels gain triple.","2: 12 AR/MR | 4: 25 AR/MR | 6: 42 AR/MR","defense","Primarily statistical","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","Sniper","Sniper","CLASS","2/4/6","Snipers deal more damage to targets farther away.","2: Damage Amp 5%, 5% damage per hex | 4: Damage Amp 35%, 10% damage per hex | 6: Damage Amp 75%, 20% damage per hex and +5 Attack Range","position, offense","Visible formation rule","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","Sorcerer","Sorcerer","CLASS","2/4/6","Your team gains 10 Ability Power. Sorcerers gain more.","2: 20 AP | 4: 55 AP | 6: 90 AP, Abilities reduce their target's damage by 20% for 3 seconds","offense","Primarily statistical","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","Visionary","Visionary","CLASS","2/4/6","Whenever Visionaries gain Mana, they gain more.","2: 25% Mana | 4: 50% Mana | 6: 75% Mana, Abilities heal an ally for 16% of damage dealt","offense","Special combat rule","https://lolchess.gg/synergies/set13/guide?hl=en"
"set13","Into the Arcane","Watcher","Watcher","CLASS","2/4/6","Watchers gain Durability, increased while above 50% Health.","2: 15% or 30% DR | 4: 25% or 45% DR | 6: 40% or 50% DR","defense","Primarily statistical","https://lolchess.gg/synergies/set13/guide?hl=en"
"set14","Cyber City","AMP","A.M.P.","CLASS","2/3/4/5","A.M.P. champions upgrade their abilities in unique ways with Amp. They also gain Health.","2: 1 Amp, 100 Health | 3: 2 Amp, 200 Health | 4: 4 Amp, 300 Health | 5: 5 Amp, 500 Health","defense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","AnimaSquad","Anima Squad","ORIGIN","3/5/7/10","At each tier, pick a weapon that a random Anima Squad champion fires periodically during combat. Anima Squad champions gain Armor, Magic Resist, and Damage Amp. Weapons scale with Anima Squad star level and stage.","3: 10 AR/MR, 5% Damage Amp, Choose a weapon | 5: 25 AR/MR, 10% Damage Amp, Choose a weapon | 7: 40 AR/MR, 15% Damage Amp, Choose a weapon | 10: 75 AR/MR, 100% Damage Amp, Choose an ultimate weapon","transformation, defense, offense, choice","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Bastion","Bastion","CLASS","2/4/6","Your team gains 10 Armor and Magic Resist. Bastions gain more. For the first 10 seconds of combat, Bastions increase their bonus by 100%.","2: 18 Armor & MR | 4: 36 Armor & MR | 6: 75 Armor & MR. Non-Bastions gain an additional 25 Armor & MR","defense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","BoomBots","BoomBots","ORIGIN","2/4/6","BoomBots fire a missile every 400 damage dealt at a nearby enemy that deals magic damage. 8% of damage taken contributes to damage dealt.","2: 150 magic damage | 4: 325 magic damage | 6: Fire two missiles, each dealing 260 magic damage","special","Special combat rule","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Bruiser","Bruiser","CLASS","2/4/6","Your team gains 100 Health. Bruisers gain more.","2: 20% Health | 4: 45% Health | 6: 70% Health","defense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Cyberboss","Cyberboss","ORIGIN","2/3/4","Your strongest Cyberboss upgrades to its final form and gains Health, Ability Power, and its ability hits more enemies.","2: 25% Health, 20 Ability Power | 3: 33% Health, 30 Ability Power | 4: All Cyberbosses upgrade. Your strongest Cyberboss gains 40% Health and 40 AP.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Cypher","Cypher","ORIGIN","3/4/5","Gain Intel by losing combat, increased for loss streaks. Gain a small amount for killing enemies. You may trade your Intel for loot one time on round 3-3, 3-7, 4-3, 4-7, or 5-5. After trading Intel, Cypher champions gain Attack Damage and Ability Power.","3: 1x Intel, 25% AD & AP | 4: 1.5x Intel, 35% AD & AP | 5: 2x Intel, 50% AD & AP | 6: 2.5x Intel, 90% AD & AP","economy, transformation, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Divinicorp","Divinicorp","ORIGIN","1/2/3/4/5/6/7","Divinicorp champions grant unique stats to your team, increased for each Divinicorp in play. Divinicorp champions gain double. Morgana - +9% AP Rhaast - +6 AR/MR Senna - +8% AD Gragas - +50 Health Vex - +7% CSC Renekton - +5% AS Emblem - +3% Omnivamp","1: 100% bonus. | 2: 110% bonus. | 3: 125% bonus. | 4: 140% bonus. | 5: 165% bonus. | 6: 190% bonus. | 7: 210% bonus.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Dynamo","Dynamo","CLASS","2/3/4","Every 3 seconds, your team gains Mana. Dynamos gain 100% more.","2: 4 Mana | 3: 6 Mana | 4: 10 Mana","offense","Special combat rule","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Executioner","Executioner","CLASS","2/3/4/5","Executioner Abilities can critically strike. They also gain bonus Critical Strike Chance and Critical Strike Damage. If the target's Health is below 20%, the bonus Critical Strike Damage is doubled.","2: 25% Critical Strike Chance, 5% Critical Strike Damage | 3: 35% Critical Strike Chance, 10% Critical Strike Damage | 4: 50% Critical Strike Chance, 15% Critical Strike Damage | 5: 55% Critical Strike Chance, 15% Critical Strike Damage; also gain 12% Durability","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Exotech","Exotech","ORIGIN","3/5/7/10","Gain unique items that can only be equipped by Exotech champions. They gain Health and Attack Speed for each item equipped.","3: 50 Health, 2% Attack Speed, Exotech Item #1 | 5: 160 Health, 6% Attack Speed, Exotech Item #2 | 7: 270 Health, 13% Attack Speed, Exotech Item #3 | 10: 500 Health, 40% Attack Speed, Enhance","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","GodoftheNet","God of the Net","ORIGIN","1","","1: After 2 player combats, open an Armory of Trait Mods that permanently reprogram a champion to benefit from a trait (but not contribute). Every time you get a Trait Mod, the next one requires 1 additional round. Champions can only have one Trait Mod.","defense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","GoldenOx","Golden Ox","ORIGIN","2/4/6","Golden Ox gain Damage Amp and have a chance to drop gold on kill. If you spend 8 gold on rerolls or XP in a single turn, permanently increase their Damage Amp and the gold required for the next bonus. Rerolls count double towards gold spent. (Golden Ox must have fought last round)","2: 12% Damage Amp, 20% gold | 4: 24% Damage Amp, 60% gold | 6: 25% Damage Amp, 100% loot, 7% chance loot is a component","economy, transformation, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Marksman","Marksman","CLASS","2/4","Marksmen gain Attack Damage. After 8 seconds of combat, they increase their bonus by 100%.","2: 18% AD | 4: 35% AD. After 8 seconds, gain 25% AD every 6 seconds.","offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Nitro","Nitro","ORIGIN","3/4","Every round, Nitro champions grant Chrome to R-080T, based on their star level. Each Chrome grants 14 Health and 1 Ability Power. At 200 Chrome, it upgrades to T-43X! Chrome per star: 2/3/7/25","3: Summon R-080T! | 4: Fire a giant laser!","summon, transformation, defense, offense","Board-changing summon","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Overlord","Overlord","ORIGIN","1","","1: The Overlord takes a bite out of the unit in the hex behind him, dealing 40% of their max Health as true damage. He gains 40% of their Health and 25% of their Attack Damage.","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Rapidfire","Rapidfire","CLASS","2/4/6","Your team gains 10% Attack Speed. Rapidfire champions gain more on each attack, stacking up to 10 times.","2: 4% AS per stack | 4: 11% AS per stack | 6: 22% AS per stack","offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Slayer","Slayer","CLASS","2/4/6","Slayers gain Attack Damage and Omnivamp. Overhealing heals the lowest percent Health Slayer for 50% of the excess amount.","2: 15% AD, 15% Omnivamp | 4: 40% AD, 15% Omnivamp | 6: 70% AD, 20% Omnivamp","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Sniper","Sniper","CLASS","1","Sniper deal more damage to targets farther away.","1: 1% damage per hex","position","Visible formation rule","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","SoulKiller","Soul Killer","ORIGIN","1","","1: Gain a hologram copy of the highest cost enemy Viego helped kill last round. It has 900 / 1350 / 9001 Health, deals 30% / 40% / 200% damage, and has 1 recommended item.","summon, transformation, defense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Strategist","Strategist","CLASS","2/3/4/5","Combat Start: Allies in the back 2 rows gain Damage Amp. Allies in the front 2 rows gain Durability. Strategists get triple.","2: 6% Damage Amp, 4% Durability | 3: 9% Damage Amp, 6% Durability | 4: 12% Damage Amp, 8% Durability | 5: 15% Damage Amp, 10% Durability","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","StreetDemon","Street Demon","ORIGIN","3/5/7/10","Allies in painted hexes gain Health, Ability Power, and Attack Damage. Some hexes are Signature hexes and grant 50% more. Street Demons double all bonuses.","3: +6% Health, 6 AP, 6% AD | 5: +10% Health, 10 AP, 10% AD | 7: +16% Health, 16 AP, 16% AD | 10: +45% Health, 45 AP, 45% AD. Paint the town!","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Syndicate","Syndicate","ORIGIN","3/5/7","Get a Kingpin hat that uniquely upgrades a Syndicate champion's ability. Syndicate champions gain Health and Damage Amp.","3: 100 Health, 5% Damage Amp, 1 Kingpin | 5: 450 Health, 15% Damage Amp, 2 Kingpins | 7: 550 Health, 20% Damage Amp, Upgrade Kingpin effect","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Techie","Techie","CLASS","2/4/6/8","Techies gain Ability Power. Enemies hit by their abilities deal 10% less damage for 3 seconds.","2: 20 AP | 4: 50 AP | 6: 95 AP | 8: 140 AP. Enemies hit deal 18% less damage.","offense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Vanguard","Vanguard","CLASS","2/4/6","Vanguards gain 12% Durability while Shielded. Combat start and 50% Health: Gain a max Health Shield for 10 seconds.","2: 16% max Health | 4: 32% max Health | 6: 45% max Health; 18% Durability while Shielded","defense","Primarily statistical","https://lolchess.gg/synergies/set14/guide?hl=en"
"set14","Cyber City","Virus","Virus","ORIGIN","1","","1: The Virus infects your shop with a 10% chance to spawn a bloblet. When purchased, it merges and increases the strongest Zac's max Health by 3% and Ability Power by 4.","economy, defense, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set14/guide?hl=en"
"set15","K.O. Coliseum","Bastion","Bastion","CLASS","2/4/6","Your team gains 10 Armor and Magic Resist. Bastions gain more, and the value doubles in the first 10 seconds of combat.","2: 18 %i:scaleArmor%%i:scaleMR% | 4: 40 %i:scaleArmor%%i:scaleMR% | 6: 75 %i:scaleArmor%%i:scaleMR%; Non-Bastions gain an additional 25 %i:scaleArmor%%i:scaleMR%.","defense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","BattleAcademia","Battle Academia","ORIGIN","3/5/7","Battle Academia champions upgrade their abilities and gain Potential %i:set14AmpIcon%. Potential improves their abilities. Prismatic: Field 7 Battle Academia champions, then earn 140 points by equipping items on champions.","3: 3 %i:set14AmpIcon% | 5: 5 %i:set14AmpIcon% | 7: 7 %i:set14AmpIcon%","special","Special combat rule","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","CrystalGambit","Crystal Gambit","ORIGIN","3/5/7/10","Kills and losses during player combats earn Gem Power. Every 3 player combats choose to convert Gem Power into rewards or Double Down. While Double Down is active losses grant 100% more Gem Power, but wins lose 50% Gem Power and cash out immediately. Gem Power gains increase at stages 3 and 4.","3: ? per kill; ? per loss | 5: AND every ? kills, gain bonus loot and reroll a new kill number. (Kills: ?) | 7: 130% rewards. Crystal Gambit units gain 300 %i:scaleHealth% and 15% %i:scaleDA%","economy, transformation, defense, choice","Non-combat or mixed economy","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Duelist","Duelist","CLASS","2/4/6","Duelists gain Attack Speed on each attack, stacking up to 12 times.","2: 4% %i:scaleAS% | 4: 7% %i:scaleAS% | 6: 10% %i:scaleAS%; Duelists gain 12% %i:scaleDR%","offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Edgelord","Edgelord","CLASS","2/4/6","Edgelords gain Omnivamp and Attack Damage. While attacking enemies under 50% Health, they gain 40% Attack Speed.","2: 10% %i:scaleSV%, 15% %i:scaleAD% | 4: 12% %i:scaleSV%, 30% %i:scaleAD% | 6: 15% %i:scaleSV%, 60% %i:scaleAD%","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Executioner","Executioner","CLASS","2/3/4/5","Executioners gain Critical Strike Chance and Critical Strike Damage. Their Ability can critically strike.","2: 25% %i:scaleCrit%; 10% %i:scaleCritMult% | 3: 35% %i:scaleCrit%; 12% %i:scaleCritMult% | 4: 50% %i:scaleCrit%; 18% %i:scaleCritMult% | 5: 55% %i:scaleCrit%; 28% %i:scaleCritMult%","offense","Special combat rule","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Heavyweight","Heavyweight","CLASS","2/4/6","Your team gains 100 Health. Heavyweights gain additional bonus Health, and Attack Damage equal to a percentage of their Health.","2: 20% %i:scaleHealth% | 0.2% %i:scaleHealth% to %i:scaleAD% | 4: 40% %i:scaleHealth% | 0.4% %i:scaleHealth% to %i:scaleAD% | 6: 65% %i:scaleHealth% | 0.6% %i:scaleHealth% to %i:scaleAD%","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Juggernaut","Juggernaut","CLASS","2/4/6","Juggernauts gain Durability, increased above 50% health. When a Juggernaut dies, other Juggernauts heal for 10% of their max Health.","2: 15% or 25% %i:scaleDR% | 4: 20% or 30% %i:scaleDR% | 6: 25% or 35% %i:scaleDR%","defense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Luchador","Luchador","ORIGIN","2/4","Luchadors gain bonus Attack Damage. At 50% health, Luchadors cleanse negative effects, heal, and leap back into the fight, Stunning enemies in a 1-hex radius for 1 seconds.","2: 15% %i:scaleAD%; 25% %i:scaleHealth% heal | 4: 40% %i:scaleAD%; 50% %i:scaleHealth% heal","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Mentor","Mentor","ORIGIN","1/4","This trait is active only when you have exactly 1 or 4 unique Mentors. Kobuko: 6% Damage Reduction Udyr: 8% Attack Damage and Ability Power Yasuo: 10% Attack Speed Ryze: Attacks grant 2 bonus Mana","1: Allies gain the bonus | 4: Mentors gain all bonuses and upgrade their abilities. Other allies gain nothing.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","MightyMech","Mighty Mech","ORIGIN","3/5/7","Gain The Mighty Mech. Mighty Mechs heal it for 12% of the damage they deal. Each Mighty Mech champion's star level increases The Mighty Mech's power.","3: The Mighty Mech arrives | 5: Blade Protocol: Level 1 | 7: Blade Protocol: Level 2","summon, transformation","Board-changing summon","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","MonsterTrainer","Monster Trainer","ORIGIN","1","Choose which monster Lulu summons to replace her in combat!","","summon, choice","Board-changing summon","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Prodigy","Prodigy","CLASS","2/3/4/5","Your team gains Mana Regen. Prodigies gain more.","2: 1 %i:TFTManaRegen% | 3 %i:TFTManaRegen% | 3: 1 %i:TFTManaRegen% | 4 %i:TFTManaRegen% | 4: 1 %i:TFTManaRegen% | 6 %i:TFTManaRegen% | 5: 1 %i:TFTManaRegen% | 7 %i:TFTManaRegen% | Prodigy abilities heal an ally for 12% of the damage dealt.","offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Protector","Protector","CLASS","2/4/6","Units gain 5% Durability while shielded. Once per combat at 50% Health, Protectors shield themselves and their closest ally for a percent of their maximum Health. Shields stack.","2: 18% %i:scaleHealth% shield | 4: 36% %i:scaleHealth% shield | 6: 55% %i:scaleHealth% shield","defense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","RogueCaptain","Rogue Captain","ORIGIN","1","Twisted Fate upgrades the Crew Ship to deal 15% of it's damage as true damage and draws Bounty Cards each round that grant random rewards. Bounty Cards get better for each player combat. (Rounds Fielded: ?) Current Bounty Card: No active Bounty. In Choncc's Treasure, Twisted Fate will not draw a Bounty Card until Stage 3-5.","","economy, choice","Non-combat or mixed economy","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Rosemother","Rosemother","CLASS","1","Gain 1/1/8 placeable plants, based on Zyra's star level. Plants in the front two rows grow into durable Grasping Roots, while plants in the back two rows grow into Deadly Spines. Rosemother plants benefit from Zyra's Ability Power and Attack Speed. When Zyra casts, her plant restores 35% Health and gains 35% Attack Speed for the rest of combat. If the plant is dead, she revives it instead.","","position, transformation, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Sniper","Sniper","CLASS","2/3/4/5","Snipers gain Damage Amp, increased against targets farther away.","2: 13% %i:scaleDA%; +3% %i:scaleDA% per hex | 3: 18% %i:scaleDA%; +5% %i:scaleDA% per hex | 4: 25% %i:scaleDA%; +7% %i:scaleDA% per hex | 5: 25% %i:scaleDA%; +10% %i:scaleDA% per hex","position, offense","Visible formation rule","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Sorcerer","Sorcerer","CLASS","2/4/6","Sorcerers gain bonus Ability Power. When an enemy dies after being damaged by a Sorcerer, they deal a percentage of that enemy's maximum Health to another enemy.","2: 20% %i:scaleAP%; 8% max %i:scaleHealth% | 4: 55% %i:scaleAP%; 10% max %i:scaleHealth% | 6: 80% %i:scaleAP%; 12% max %i:scaleHealth% to 2 enemies","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","SoulFighter","Soul Fighter","ORIGIN","2/4/6/8","Soul Fighters gain bonus Health, and gain Attack Damage and Ability Power every second up to 8 stacks. At max stacks deal bonus true damage. Prismatic: Field 8, then win 10 combats.","2: 120 %i:scaleHealth%, 1% %i:scaleAD%%i:scaleAP%, +10% damage | 4: 240 %i:scaleHealth%, 2.5% %i:scaleAD%%i:scaleAP%, +16% damage | 6: 425 %i:scaleHealth%, 4% %i:scaleAD%%i:scaleAP%, +22% damage | 8: 600 %i:scaleHealth%, 4% %i:scaleAD%%i:scaleAP%, +28% damage","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","StanceMaster","Stance Master","ORIGIN","1","When you field Lee Sin, choose between Duelist Stance, Executioner Stance, and Juggernaut Stance! Each stance has a unique ability, and grants Lee Sin the associated trait.","","choice","Special combat rule","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","StarGuardian","Star Guardian","ORIGIN","2/3/4/5/6/7/8/9/10","Star Guardians have a unique Teamwork bonus that is granted to all Star Guardians. Every Star Guardian fielded increases the bonus! Prismatic: Field 8, then spend 16000 mana. Rell: Gain shields Syndra: Gain Ability Power Xayah: Magic damage on attack Ahri: On cast, gain Mana Neeko: Increase heals & shields Poppy: Heal at low Health Jinx: Gain Attack Speed Seraphine: Gain every stat Emblem: Increase other bonuses","","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Strategist","Strategist","CLASS","2/3/4/5","Combat Start: Allies in the front 2 rows gain a shield for 15 seconds. Allies in the back 2 rows gain Damage Amp. Strategists gain triple.","2: 150 Shield; 4% %i:scaleDA% | 3: 200 Shield; 6% %i:scaleDA% | 4: 300 Shield; 10% %i:scaleDA% | 5: 400 Shield; 14% %i:scaleDA%","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","SupremeCells","Supreme Cells","ORIGIN","2/3/4","The Cell who dealt the most damage last combat is Supreme. When the Supreme Cell dies, the Cell with the highest current damage becomes Supreme. Cells gain Damage Amp. The Supreme Cell gains more and executes enemies under 10% Health.","2: 8% %i:scaleDA% | 12% %i:scaleDA% | 3: 18% %i:scaleDA% | 30% %i:scaleDA% | 4: 28% %i:scaleDA% | 50% %i:scaleDA%. Gain a second Supreme","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","TheChamp","The Champ","ORIGIN","1","The Champ's victories against players grant Poro-fans equal to his star level. On loss, Poro-fans prevent 1 Tactician damage each, then lose all of your Poro-fans. Poro Fanbase: ?","","transformation","Special combat rule","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","TheCrew","The Crew","ORIGIN","2/3/4/5","Crew champions gain 5% Health and Attack Speed for each Crew member fielded. Every 3-star Crew champion grants an additional bonus. (1x ☆☆☆): +1 XP per paid reroll, and Crew unit odds never drop with player level. (2x ☆☆☆): +1 free reroll / round. (3x ☆☆☆): Deal 280 damage to fire a rocket dealing 75. (4x ☆☆☆): Fire rockets 2.5% more often per player level. (5x ☆☆☆): Fire the Planet Cracker.","","economy, defense, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set15/guide?hl=en"
"set15","K.O. Coliseum","Wraith","Wraith","ORIGIN","2/4/6","Every 4 seconds, the Shadow Realm strikes the 3 closest enemies, dealing total magic damage equal to a portion of damage dealt by Wraiths since the last trigger. Your lowest health Wraith heals for 18% of damage dealt by Wraiths and the Shadow Realm.","2: 20% damage. | 4: 45% damage. | 6: 60% damage.","defense","Primarily statistical","https://lolchess.gg/synergies/set15/guide?hl=en"
"set16","Lore & Legends","Arcanist","Arcanist","CLASS","2/4/6","Your team gains Ability Power, Arcanists gain more.","2: 15% %i:scaleAP%, 25% %i:scaleAP% for Arcanists | 4: 20% %i:scaleAP%, 50% %i:scaleAP% for Arcanists | 6: 35% %i:scaleAP%, 70% %i:scaleAP% for Arcanists","offense","Primarily statistical","https://lolchess.gg/synergies/set16/guide?hl=en"
"set16","Lore & Legends","Ascendant","Ascendant","CLASS","1","After each combat, an Ascendant Charm appears in your shop. These are powerful effects that can be bought for gold.","","economy, transformation","Non-combat or mixed economy","https://lolchess.gg/synergies/set16/guide?hl=en"
"set16","Lore & Legends","Assimilator","Assimilator","ORIGIN","1","Kai'Sa has a different Ability depending if her Attack Damage or Ability Power is higher.","","offense","Primarily statistical","https://lolchess.gg/synergies/set16/guide?hl=en"
"set16","Lore & Legends","Bilgewater","Bilgewater","ORIGIN","3/5/7/10","Each player combat, gain Silver Serpents (%i:scaleSerpents%), plus 1 additional for each Bilgewater takedown. Silver Serpents can be spent in the Black Market to grant Bilgewater champions bonus stats and special loot. Higher tiers unlock rarer loot. Current Bonus Stats: ?% %i:scaleAD%%i:scaleAP%, ?% %i:scaleAS%, ?% %i:scaleHealth% Current Serpents: ? %i:scaleSerpents%","3: 15 %i:scaleSerpents% | 5: 35 %i:scaleSerpents%, improved loot | 7: 65 %i:scaleSerpents%, superior loot | 10: 150 %i:scaleSerpents%, 2x stats, FIRE CANNONS!","economy, transformation, defense","Non-combat or mixed economy","https://lolchess.gg/synergies/set16/guide?hl=en"
"set16","Lore & Legends","Blacksmith","Blacksmith","ORIGIN","1","After each player combat your strongest Ornn participates in, he makes progress forging an Artifact item. Each item he is equipped with grants him 350/600/2000 max Health. Artifacts grant 300% more. Forging Progress: ?/4","","defense","Primarily statistical","https://lolchess.gg/synergies/set16/guide?hl=en"
